"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Matched Audience Targeting Consumption (Photo Click)","Other Clicks","Link Clicks","Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-Second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Negative feedback from users: Hide","Negative feedback from users: Hide all"
875522794373964,100044310645639,SUGARCANE,"Stream “Maria Clara” here:
sugarcane.lnk.to/mariaclara","Stream “Maria Clara” here:
sugarcane.lnk.to/mariaclara",1930,"03/07/2024 07:29",N/A,https://www.facebook.com/thesugarcaneph/videos/875522794373964/,0,0,Live,,,,,Lifetime,21507,3835,2349,1403,83,2765,,2702,63,21507,0,13127,868,10885,788,0,13127,394721.729,14.519,0,2,
965113971642282,100044310645639,SUGARCANE,"look at you go, Leonora 🫵🏻🥹

""Maria Clara"", out later at 12am ❤️
Pre-save here: sugarcane.lnk.to/presave_mariaclara","look at you go, Leonora 🫵🏻🥹

""Maria Clara"", out later at 12am ❤️
Pre-save here: sugarcane.lnk.to/presave_mariaclara",17,"03/07/2024 00:57",N/A,https://www.facebook.com/thesugarcaneph/videos/761549505613465/,0,0,Videos,,,,,Lifetime,331117,44292,41961,377,1954,13628,,13531,97,331117,0,239599,0,231983,0,0,239599,3684317.957,11.239,0.54,,1
965016544985358,100044310645639,SUGARCANE,"IJAians & fellow alumni 📢

Join us tomorrow, 6PM, at Infant Jesus Academy - Marikina! ✨

PS. Event is exclusive for students of IJA and alumni only 🤝

🎟️: Students (200), Alumni (250) 
For Alumni, you can purchase your tickets at the business office or registration area on the day itself.",,0,"03/06/2024 20:15",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02hkCZEXx9cazjdZXqRzZczbEop7FN7JyF9hvsnC2E9EbkYPUMPvu424XVFbuBrp5ol,0,0,Photos,,,,,Lifetime,21761,1585,1454,47,84,1662,447,1215,,21761,0,0,0,0,0,0,0,,,,,
962928078527538,100044310645639,SUGARCANE,"Pre-save here ✨
sugarcane.lnk.to/presave_mariaclara","Pre-save here ✨
sugarcane.lnk.to/presave_mariaclara",21,"03/03/2024 03:18",N/A,https://www.facebook.com/thesugarcaneph/videos/7277780518980835/,0,0,Videos,,,,,Lifetime,42526,4026,3277,263,486,2582,,2410,172,42526,0,13696,0,11603,0,0,13696,193179.941,4.585,0.02,,
961798858640460,100044310645639,SUGARCANE,🚶‍♂️🍽️,🚶‍♂️🍽️,16,"03/01/2024 03:38",N/A,https://www.facebook.com/thesugarcaneph/videos/3659155284327601/,0,0,Videos,,,,,Lifetime,224877,17057,16442,152,463,9146,,9123,23,224877,0,66631,0,63823,0,0,66631,848444.223,4.574,0.11,,
961728841980795,100044310645639,SUGARCANE,"Maraming salamat, Camarines Norte & La Consolacion College Daet! Sa uulitin! 🫶🏻✨",,0,"03/01/2024 00:30",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid025SJScVQ1sF8e2yU27ZHtVGPSTTEL3xhKxpb8Ya5xb9UAESAHhM32apcXMPqaNwWPl,0,0,Photos,,,,,Lifetime,46616,3096,2720,146,230,6323,3148,3175,,46616,0,0,0,0,0,0,0,,,,,
959042038916142,100044310645639,SUGARCANE,"📢 CamNor folks! 

Kita-kits tayo sa February 28 sa La Consolacion College Daet! 🫶🏻✨

PS. Event is open for outsiders! 🤝",,0,"02/25/2024 02:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid021K2DTD8hyD8Xmo65SHpjsGT6VLDsrvRR8T7Unmjbfb2yAm4Uxg4DYiWUb1vxiEMMl,0,0,Photos,,,,,Lifetime,50592,2961,2141,416,404,5162,1153,4009,,50592,0,0,0,0,0,0,0,,,,,
957960685690944,100044310645639,SUGARCANE,"See you sa February 28, Consolites and CamNorteños!! 🤝",,0,"02/23/2024 02:27",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02gRkehuH1bY69U9g3Nv7Jw4K1TXAWhg6HdTQkMjZhuvFrdgTbR4PGzZLvEDmhXoA1l,0,1,Videos,,,,,Lifetime,7576,482,462,20,0,298,,298,,7576,0,3129,0,2912,0,0,3129,,,,,
956445712509108,100044310645639,SUGARCANE,"Thank you MYX Global & VJ Samm! ❣️",,0,"02/20/2024 06:02",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02mxioLJoYEanVsFAApqEXwmB23yuNn1xpjBzNjjRdLNtiNb9tyKahRdeQz5ybSix4l,0,1,Videos,,,,,Lifetime,5248,187,184,3,0,107,,107,,5248,0,1212,98,1124,95,0,1212,,,,,
955243329296013,100044310645639,SUGARCANE,"""Kung Maging Akin Ka"" has hit 10M streams, while ""Set You Free"" reached 1M streams on Spotify. We deeply appreciate your unwavering support, more songs to be released this year! Thank you, SugarFolks!♥",,0,"02/18/2024 02:06",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid025dYs3N8oVLuMPf8yJBT4edY8N39L8wcQ9GM3AFGc1ZwciqEZhXqpJh4t52XYFcvgl,0,0,Photos,,,,,Lifetime,26626,2477,2158,141,178,854,205,649,,26626,0,0,0,0,0,0,0,,,,,
951852266301786,100044310645639,SUGARCANE,"📢 Centralians and QC folks !

Join us on February 16 at Central Colleges of the Philippines’ 70th anniversary! See you there! 🫶🏻✨

🎟️: Tickets are available at CCP’s Admission Office or via http://bit.ly/CCPConcertFinale for online purchase

PS. Event is open for outsiders! 🤝",,0,"02/13/2024 02:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02o2eHPDjkd5GcKDDZP2P1YEEnbVvcAbax4AGQdSyKH3uan6zYHeCgPmpkWBLgmmXtl,0,0,Photos,,,,,Lifetime,21860,778,695,39,44,1309,736,565,8,21860,0,0,0,0,0,0,0,,,,,
950434313110248,100044310645639,SUGARCANE,"𝐇𝐚𝐩𝐩𝐲 𝟏𝐌 𝐬𝐭𝐫𝐞𝐚𝐦𝐬 “𝐒𝐞𝐭 𝐘𝐨𝐮 𝐅𝐫𝐞𝐞” ✨

As a token of gratitude for the support, the instrumental/karaoke version of our rendition is now available on our Youtube channel: https://youtu.be/hT3NbsHW8Pk

A big thanks as well to Side A for this wonderful song, and to Warner Music Philippines! 🫶🏻",,0,"02/10/2024 03:00",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid08jdzknbKoKQVLRwppdAaSoKN7YBbjgX5BA6kUpJyzmem7N8NuDfBUVLmT9VeyJE2l,0,0,Links,,,,,Lifetime,6957,705,624,39,42,186,,155,31,6957,0,0,0,0,0,0,0,,,,,
947328380087508,100044310645639,SUGARCANE,"Leonora, Set You Free, Sinehan, Gabi",,0,"02/04/2024 23:01",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0nkNYpFBVj9xGi2ydDnA8XZLz8Vepscr71QizZ7BKWSfAqBiRVF14TpEyDN3W4F7Ul,0,0,Text,,,,,Lifetime,57781,4285,3428,454,403,8732,,8732,,57781,0,0,0,0,0,0,0,,,,,
946807816806231,100044310645639,SUGARCANE,"Maraming salamat, Don Bosco Tarlac! Sa uulitin! ✨",,0,"02/04/2024 02:23",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02pBv9C4evVnDkKJEbxzgHK2CBRSznHeEHCTcok3YbysxvWrBZ9j8BhnWjj3BUcnwcl,0,0,Photos,,,,,Lifetime,85790,2591,2426,64,101,3410,1523,1887,,85790,0,0,0,0,0,0,0,,,,,
946115740208772,100044310645639,SUGARCANE,"Just give me alone 😪💔",,0,"02/02/2024 22:39",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid037v2AuyjGAjShJD2XcfRvrZY8ftQ57NehsZ8CTVq9kSC3nVsF334WT8wmNXCqFvGdl,0,1,Videos,,,,,Lifetime,8899,1008,970,38,0,857,,857,,8899,0,4718,0,4655,0,0,4718,,,,,
945050433648636,100044310645639,SUGARCANE,"#NoToJeepneyPhaseout 
 
Kita kits tayo sa February 4, sa Street Kohi Mayaman! All proceeds will be donated to the chosen beneficiaries. 🤝

📍 Street Kohi Mayaman. QC
      February 4, 2023

Registration link:
🔗: http://bit.ly/PSBRegForm

Gates open: 10AM
Gig starts at: 4PM

PS. 7 SLOTS REMAINING‼️",,0,"02/01/2024 02:16",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid028MuS7EW1d4o3UVj4pTN6XMPX6nqBdxrSYy16Sr6cSVHzjtade2o4Y3isCZ2EVjG1l,0,0,Photos,,,,,Lifetime,28624,1242,1112,56,74,1264,602,600,62,28624,0,0,0,0,0,0,0,,,,,
943934740426872,100044310645639,SUGARCANE,"📢 Tarlac folks !

Join us on February 2 at Don Bosco Tarlac’s Youth Fest 2024! See you there! 🫶🏻✨

Tickets are available at CLDH-EI, and the Don Bosco Tarlac Cashier for only PHP 500! Tickets will also be available for walk-in.

PS. Event is open for outsiders! 🤝",,0,"01/30/2024 02:24",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid024aPifsV1buAQ3BJuhNK5Pw79NoGfifTM3x5v2qSL4BoxWVogDM42TAUEKbu1atjNl,0,0,Photos,,,,,Lifetime,36831,1135,932,110,93,2071,902,1169,,36831,0,0,0,0,0,0,0,,,,,
943350223818657,100044310645639,SUGARCANE,"Maraming salamat, Dinalan Coffee! ☕️✨",,0,"01/29/2024 02:21",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02n6oXfJerwGJkVYpp2AhruzAtgdKA7xnRA9jvnZS6Lud2zWqVCN49Pt2GBKMXuDNYl,0,0,Photos,,,,,Lifetime,27657,1262,1175,55,32,1203,616,587,,27657,0,0,0,0,0,0,0,,,,,
942802807206732,100044310645639,SUGARCANE,"Leonora & Set You Free | Live at TV5","Leonora & Set You Free | Live at TV5 @[61550845871259:2048:Gud Morning Kapatid] ☀️ 

Stream here!! 🎧

Leonora: sugarcane.lnk.to/leonora 
Set You Free: wmp.lnk.to/setyoufree",67,"01/28/2024 03:52",N/A,https://www.facebook.com/thesugarcaneph/videos/1347376002579987/,0,0,Videos,,,,,Lifetime,29491,4562,4195,156,211,2170,,2146,24,29491,0,17841,1214,15448,1136,0,17841,317676.165,10.026,0.25,,
941053484048331,100044310645639,SUGARCANE,"Kita kits tayo bukas mga kapatid! ❤️

#GudMorningKapatid",,0,"01/25/2024 05:59",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0t9hL5hWuDapYvSTsgurWW5Z75fFSZu4gqRPZVW1jj2ELRMiFogLRUQrZjppiMhDdl,0,1,Photos,,,,,Lifetime,10243,436,404,22,10,269,93,176,,10243,0,0,0,0,0,0,0,,,,,
940366904116989,100044310645639,SUGARCANE,"Ang wish namin? Wish 107.5! ✨

📷: Adrienne Corales & Mella Bernabe",,0,"01/24/2024 02:43",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid026aUwA58LcjD7MnmpYwM6RL1uAMgs95RyDSRmE8ZmJ88EHnB6wUsTQiJ7n8YuyuSzl,0,0,Photos,,,,,Lifetime,34199,1751,1582,63,106,3044,1854,1190,,34199,0,0,0,0,0,0,0,,,,,
939635187523494,100044310645639,SUGARCANE,"Kita kits tayo mamaya sa Eton Centris, 6PM! ✨",,0,"01/22/2024 19:57",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02mG6Uvv3Nt7c1fMLHdsn6qr69GikkWN7DhoQZUFNBM2SXAe3hLpMNRdxTWz98S6hXl,0,1,Photos,,,,,Lifetime,9168,342,320,9,13,356,100,256,,9168,0,0,0,0,0,0,0,,,,,
939150730905273,100044310645639,SUGARCANE,"Dalangin, oh aking dalangin ay makita ka sa Dinalan Coffee gig on 𝗝𝗮𝗻𝘂𝗮𝗿𝘆 𝟮𝟳 🫵

- Door Fee
* 400 php for Early birds
* 500 php for Walk ins

Early Bird rates until January 26 ✨

Dm angelee quiray (@/angeleequiray) on instagram for Reservations 🫶🫶",,0,"01/22/2024 01:27",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid028dCF8qoZS53fa9ujVW32jcJDyGZFB6mUqmpMkpDkYzz9fsstedwdQWQbd4qq3GaRl,0,0,Photos,,,,,Lifetime,29418,1079,958,60,61,2004,1060,944,,29418,0,0,0,0,0,0,0,,,,,
936792731141073,100044310645639,SUGARCANE,"📢 Announcement! 

Dinalan Coffee gig that was supposedly on 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟎, has been rescheduled to 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟕
due to unforeseen circumstances. 

𝐄𝐚𝐫𝐥𝐲 𝐛𝐢𝐫𝐝 𝐫𝐚𝐭𝐞𝐬 𝐡𝐚𝐯𝐞 𝐛𝐞𝐞𝐧 𝐞𝐱𝐭𝐞𝐧𝐝𝐞𝐝 𝐮𝐧𝐭𝐢𝐥 𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟐𝟔. ✨

We apologize for any inconvenience caused and appreciate your understanding. 

Friendly reminders:
- Door opens at 7:30 pm
- Floor seats only
- No parking available
- Door Fee
* 400 php for Early birds (‘Till Jan. 26)
* 500 php for Walk ins

Dm angelee quiray (@angeleequiray) on instagram for Reservations 🫶🏻

We look forward to seeing you at the event 💗

📷: Subject: Troubadour",,0,"01/18/2024 03:57",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0ciHMuG5qMfpjKACGKcMPjfShP8p4xwfZiGPHNYJDSxXMUS9Uaab1eX9FJvSdTBwbl,0,0,Photos,,,,,Lifetime,24660,763,706,25,32,1284,639,644,1,24660,0,0,0,0,0,0,0,,,,,
935048094648870,100044310645639,SUGARCANE,"See you SugarFolks at Dinalan Coffee! We will be playing a stripped-down version of our songs with you guys. 💓

Friendly reminders:
- Door opens at 7:30 pm
- Floor seats only
- No parking available

Dm angelee quiray (@angeleequiray) on instagram for
Reservations 🙂 

Ang tangi naming hiling ay makita kayo muli! Takits! ✨🤍",,0,"01/15/2024 02:32",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02vonnKCudshyZTiNcgNRQnJ9rBaXJmp6ufbputm3GM1vw2i5dXeWsz5yW4KwCbzbxl,0,0,Photos,,,,,Lifetime,24633,871,812,21,38,1023,170,853,,24633,0,0,0,0,0,0,0,,,,,
934896647997348,100044310645639,SUGARCANE,,,0,"01/14/2024 19:47",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02ELkqL9BKxyiDiLVz5AhKe7MNdTkdecRyAjxBWyAgco2fvvFubS2a9tztfTQnxWA5l,0,1,Photos,,,,,Lifetime,10594,594,568,11,15,519,258,261,,10594,0,0,0,0,0,0,0,,,,,
933312998155713,100044310645639,SUGARCANE,"“Leonora” has reached 50 Million Streams on Spotify! 

Grabe, we are more than grateful to everyone who supported us to reach this milestone! 🥹

sugarcane.lnk.to/leonora","“Leonora” has reached 50 Million Streams on Spotify! 

Grabe, we are more than grateful to everyone who supported us to reach this milestone! 🥹

sugarcane.lnk.to/leonora",45,"01/12/2024 02:14",N/A,https://www.facebook.com/thesugarcaneph/videos/688126509972383/,0,0,Videos,,,,,Lifetime,68352,6710,6022,295,393,2648,,2640,8,68352,0,22821,0,20456,0,0,22821,365167.643,5.74,0.24,,
932762798210733,100044310645639,SUGARCANE,"See you, Manila Science High School! ✨ 

We’ll be sharing the stage with HEY JUNE！

🚨: Exclusive for Manila Science High School students only",,0,"01/11/2024 03:09",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid029ShbDmURSGUT9hxYDCRwJtj4Uz6SwM63kA75cZgUB4hANbeqtrudVXAtku2FMghol,0,1,Photos,,,,,Lifetime,14241,612,504,75,33,1032,199,832,1,14241,0,0,0,0,0,0,0,,,,,
928764935277186,100044310645639,SUGARCANE,"Grateful to receive the Wishclusive Contemporary Folk Performance of the Year nomination plaque from Wish 107.5  for ‘Leonora’! ✨

Huge thanks to our amazing fans for the unwavering support. If you haven't cast your vote yet, please take a moment to support us through this link: www.wish1075.com/wishawards

Your votes mean the world to us! Love you, SugarFolks 🫶🏻

📷: Erin Estillore",,0,"01/04/2024 02:40",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02HaVGwHvozbgmTc5GDoSV55dotvgr24sKDpFZNTT6LSkUurM9NFu2iZGquZE5fAXzl,0,0,Photos,,,,,Lifetime,30012,2374,2158,97,119,2629,1624,940,65,30012,0,0,0,0,0,0,0,,,,,
928277738659239,100044310645639,SUGARCANE,"Thank youuu, Wish 107.5! ✨",,0,"01/03/2024 04:45",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid0wtUgwzfY2nRtNFfYS1aV2AuVcvYFbPipd5zpbTH6bgLZBq2RJtap763d48zzA2qAl,0,1,Photos,,,,,Lifetime,17104,1229,1139,38,52,1643,855,788,,17104,0,0,0,0,0,0,0,,,,,
928066162013730,100044310645639,SUGARCANE,"See you later sa Arcovia City!! ✨",,0,"01/02/2024 19:19",N/A,https://www.facebook.com/thesugarcaneph/posts/pfbid02QSZMpnJE4WYGyQFdnyye69gt8mYSFLcXEgywgdK9wd1RbkmfQYqgo3wGnmAWTwjxl,0,1,Photos,,,,,Lifetime,5285,209,194,10,5,191,53,138,,5285,0,0,0,0,0,0,0,,,,,
